Campaign,Ad_ID,Date,Age_Group,Gender,Interest1,Interest2,Interest3,Impressions,Clicks,Engagement,Total_Spent,CTR(%),CPC,ROI(%)
Campaign B,Ad-9,2025-03-21,35-39,F,4682,3885,3725,11144,317,4947,3787.82,2.84,11.95,104.46
Campaign B,Ad-10,2025-03-21,55+,M,2481,1502,1978,3802,491,2182,1782.68,12.91,3.63,123.43
Campaign C,Ad-1,2025-03-21,45-54,M,4668,2017,2239,9286,678,2188,4391.8,7.3,6.48,178.25
Campaign C,Ad-2,2025-03-21,55+,M,1584,3584,3049,5224,957,4536,3266.33,18.32,3.41,168.78
Campaign C,Ad-3,2025-03-21,25-34,M,1286,1663,2763,16127,1240,4748,2188.54,7.69,1.76,86.4
Campaign C,Ad-4,2025-03-21,35-39,F,4225,2049,4959,10867,861,4804,3823.02,7.92,4.44,155.78
Campaign C,Ad-5,2025-03-21,55+,M,3017,3800,2709,14318,1243,4326,4888.0,8.68,3.93,136.3
Campaign C,Ad-6,2025-03-21,25-34,M,4391,2297,1988,9419,661,576,4806.12,7.02,7.27,194.57
Campaign C,Ad-7,2025-03-21,55+,M,1180,1881,4538,12513,701,2091,1520.62,5.6,2.17,178.58
Campaign C,Ad-8,2025-03-21,55+,M,4666,2966,4103,18219,886,360,3457.8,4.86,3.9,190.99
Campaign C,Ad-9,2025-03-21,35-39,F,1254,2389,2866,17351,165,890,1856.2,0.95,11.25,133.46
Campaign C,Ad-10,2025-03-21,55+,M,4191,1025,2534,7300,1493,3770,703.27,20.45,0.47,127.82
Campaign D,Ad-1,2025-03-21,45-54,F,3676,2498,4349,5402,748,4866,2993.53,13.85,4.0,186.03
Campaign D,Ad-2,2025-03-21,35-39,F,4986,4403,2733,8801,981,2100,1089.6,11.15,1.11,177.53
Campaign D,Ad-3,2025-03-21,40-44,M,1694,1171,4067,5811,636,2712,2210.99,10.94,3.48,99.54
Campaign D,Ad-4,2025-03-21,55+,M,2134,4302,1575,14250,869,2637,4770.81,6.1,5.49,81.79
Campaign D,Ad-5,2025-03-21,18-24,M,2439,1393,3633,11115,1473,4655,4225.68,13.25,2.87,99.44
Campaign D,Ad-6,2025-03-21,25-34,M,2039,4885,2587,17994,240,1352,1322.07,1.33,5.51,188.46
Campaign D,Ad-7,2025-03-21,40-44,M,2822,2411,2184,18623,359,4259,1428.39,1.93,3.98,189.09
Campaign D,Ad-8,2025-03-21,18-24,F,2165,2365,2302,4668,581,3224,723.95,12.45,1.25,160.04
Campaign D,Ad-9,2025-03-21,25-34,M,3525,1832,4555,14578,1135,1616,1916.28,7.79,1.69,149.66
Campaign D,Ad-10,2025-03-21,55+,F,4461,3732,2212,11864,137,3536,424.31,1.15,3.1,113.24
Campaign E,Ad-1,2025-03-21,35-39,F,4558,4947,2568,3312,766,1583,4612.01,23.13,6.02,161.63
Campaign E,Ad-2,2025-03-21,55+,F,2856,2000,1328,9425,838,4385,294.48,8.89,0.35,90.08
Campaign E,Ad-3,2025-03-21,40-44,M,4405,3414,4439,11647,939,1917,4874.47,8.06,5.19,128.88
Campaign E,Ad-4,2025-03-21,35-39,M,3622,3542,1849,12330,469,1618,218.4,3.8,0.47,141.63
Campaign E,Ad-5,2025-03-21,45-54,M,2877,4621,4993,19352,474,1826,583.72,2.45,1.23,161.66
Campaign E,Ad-6,2025-03-21,40-44,F,4048,3612,4545,5194,932,3815,1002.34,17.94,1.08,85.15
Campaign E,Ad-7,2025-03-21,55+,F,1392,3851,3061,4962,1411,2784,4392.58,28.44,3.11,139.09
Campaign E,Ad-8,2025-03-21,45-54,M,1128,2641,1265,19135,579,2983,1365.77,3.03,2.36,82.27
Campaign E,Ad-9,2025-03-21,35-39,M,4586,3868,1662,3641,858,1908,2657.02,23.56,3.1,146.97
Campaign E,Ad-10,2025-03-21,18-24,F,2238,2502,3561,18331,978,3434,1878.83,5.34,1.92,83.21
Campaign A,Ad-1,2025-03-22,35-39,M,3914,4701,2763,13301,333,1720,3069.29,2.5,9.22,117.0
Campaign A,Ad-2,2025-03-22,45-54,M,1241,3008,2066,18585,322,1646,3310.7,1.73,10.28,92.21
Campaign A,Ad-3,2025-03-22,55+,M,2472,3397,2565,18502,143,2016,3792.33,0.77,26.52,126.92
Campaign A,Ad-4,2025-03-22,55+,F,2357,4993,1899,8405,786,809,366.44,9.35,0.47,124.76
Campaign A,Ad-5,2025-03-22,55+,M,2710,2729,1700,15345,1237,3056,1895.41,8.06,1.53,160.52
Campaign A,Ad-6,2025-03-22,25-34,F,4637,4881,1208,14868,959,2254,1639.98,6.45,1.71,94.06
Campaign A,Ad-7,2025-03-22,35-39,M,3363,2030,4713,5787,341,2022,2765.59,5.89,8.11,174.88
Campaign A,Ad-8,2025-03-22,40-44,F,1844,1875,4144,11228,1419,3130,2494.98,12.64,1.76,114.56
Campaign A,Ad-9,2025-03-22,40-44,F,4385,2484,1867,5015,1201,540,2257.25,23.95,1.88,185.33
Campaign A,Ad-10,2025-03-22,55+,F,2807,1852,4214,17240,1094,2212,4139.95,6.35,3.78,173.86
Campaign B,Ad-1,2025-03-22,45-54,F,3916,1612,3008,6048,522,216,2850.39,8.63,5.46,114.17
Campaign B,Ad-2,2025-03-22,55+,F,4158,1592,2050,6273,208,3113,4489.98,3.32,21.59,164.2
Campaign B,Ad-3,2025-03-22,25-34,M,1359,2273,4951,11375,1171,4218,3465.66,10.29,2.96,128.9
Campaign B,Ad-4,2025-03-22,35-39,F,1007,4434,2222,9116,534,4538,2966.44,5.86,5.56,137.24
Campaign B,Ad-5,2025-03-22,45-54,F,3583,3270,2280,3437,1027,4943,820.59,29.88,0.8,131.93
Campaign B,Ad-6,2025-03-22,18-24,F,3035,1588,4115,10411,1088,1897,253.23,10.45,0.23,166.93
Campaign B,Ad-7,2025-03-22,18-24,F,3096,1320,3150,13797,199,1668,3105.3,1.44,15.6,188.39
Campaign B,Ad-8,2025-03-22,40-44,M,4714,1895,1447,9530,1228,3614,4924.66,12.89,4.01,121.72
Campaign B,Ad-9,2025-03-22,55+,M,4164,3900,1803,6622,644,4919,617.13,9.73,0.96,190.74
Campaign B,Ad-10,2025-03-22,25-34,M,2662,1933,3522,19706,268,1912,2277.42,1.36,8.5,106.59
Campaign C,Ad-1,2025-03-22,45-54,M,1745,1238,4759,5560,783,4144,3997.9,14.08,5.11,115.46
Campaign C,Ad-2,2025-03-22,55+,F,1575,1700,4020,8624,945,832,235.14,10.96,0.25,90.12
Campaign C,Ad-3,2025-03-22,25-34,F,1567,4491,2563,19246,301,1923,2816.85,1.56,9.36,134.03
Campaign C,Ad-4,2025-03-22,35-39,F,2995,2166,3106,6612,232,3032,2741.49,3.51,11.82,182.35
Campaign C,Ad-5,2025-03-22,55+,M,2378,3500,2275,8396,731,3653,4639.98,8.71,6.35,113.26
Campaign C,Ad-6,2025-03-22,40-44,M,1852,3502,2195,9918,1115,3031,4170.55,11.24,3.74,118.48
Campaign C,Ad-7,2025-03-22,25-34,F,1863,3601,4442,7641,1118,3058,2477.12,14.63,2.22,100.09
Campaign C,Ad-8,2025-03-22,25-34,F,4137,4485,1288,6952,535,3498,4050.36,7.7,7.57,138.39
Campaign C,Ad-9,2025-03-22,35-39,M,1469,1020,2007,8785,1449,4936,2623.22,16.49,1.81,117.67
Campaign C,Ad-10,2025-03-22,40-44,F,4008,4788,2771,19230,1491,1067,3495.56,7.75,2.34,152.01
Campaign D,Ad-1,2025-03-22,45-54,F,4508,2172,3316,18778,1082,990,2951.7,5.76,2.73,117.75
Campaign D,Ad-2,2025-03-22,25-34,M,2577,1546,2576,18922,1483,752,4429.53,7.84,2.99,94.16
Campaign D,Ad-3,2025-03-22,25-34,F,1649,4280,4009,11658,678,3745,4260.86,5.82,6.28,164.42
Campaign D,Ad-4,2025-03-22,35-39,M,2024,3499,2643,7473,1281,4034,3098.34,17.14,2.42,86.72
Campaign D,Ad-5,2025-03-22,25-34,F,3702,1020,1923,8995,1127,383,2688.6,12.53,2.39,196.02
Campaign D,Ad-6,2025-03-22,55+,M,3312,3851,3760,16760,1296,2090,1351.09,7.73,1.04,165.27
Campaign D,Ad-7,2025-03-22,45-54,M,4302,1249,4763,16246,395,3221,1931.12,2.43,4.89,164.2
Campaign D,Ad-8,2025-03-22,35-39,F,4352,4700,4269,12118,239,2761,1111.57,1.97,4.65,176.57
Campaign D,Ad-9,2025-03-22,25-34,F,4536,1049,2107,11371,971,2970,202.73,8.54,0.21,190.03
Campaign D,Ad-10,2025-03-22,18-24,M,4057,2533,4696,17755,332,374,4912.43,1.87,14.8,182.99
Campaign E,Ad-1,2025-03-22,18-24,F,4328,4666,3572,8468,1471,3021,2039.09,17.37,1.39,131.77
Campaign E,Ad-2,2025-03-22,40-44,M,4895,3530,3984,3344,444,4484,4695.94,13.28,10.58,195.8
Campaign E,Ad-3,2025-03-22,45-54,F,4770,4732,4088,19027,943,3340,4724.8,4.96,5.01,196.96
Campaign E,Ad-4,2025-03-22,45-54,M,1936,1001,1014,5746,313,2282,2178.83,5.45,6.96,87.77
Campaign E,Ad-5,2025-03-22,40-44,M,3661,1409,2387,12119,1229,3373,630.63,10.14,0.51,158.24
Campaign E,Ad-6,2025-03-22,55+,M,1117,4115,1535,15202,307,289,669.35,2.02,2.18,178.81
Campaign E,Ad-7,2025-03-22,35-39,F,1492,1693,4572,19900,106,4203,3433.45,0.53,32.39,185.51
Campaign E,Ad-8,2025-03-22,40-44,M,2388,4214,2262,10089,124,3279,4009.34,1.23,32.33,134.45
Campaign E,Ad-9,2025-03-22,18-24,F,1870,4966,3328,16056,965,1094,4256.96,6.01,4.41,192.82
Campaign E,Ad-10,2025-03-22,18-24,F,2097,1895,4562,7955,1161,3284,2391.59,14.59,2.06,189.02
Campaign A,Ad-1,2025-03-23,40-44,F,1273,2731,3536,9053,1458,4207,414.68,16.11,0.28,83.76
Campaign A,Ad-2,2025-03-23,40-44,F,4222,1412,4443,9583,307,4334,1005.87,3.2,3.28,109.27
Campaign A,Ad-3,2025-03-23,18-24,F,1528,4972,2184,10116,185,4755,758.49,1.83,4.1,118.63
Campaign A,Ad-4,2025-03-23,45-54,M,1968,4950,4111,5141,630,4640,4298.79,12.25,6.82,92.46
Campaign A,Ad-5,2025-03-23,45-54,F,1735,3191,3015,12103,288,1690,3152.5,2.38,10.95,104.11
Campaign A,Ad-6,2025-03-23,45-54,F,4477,3726,2975,17490,829,4306,2949.76,4.74,3.56,181.02
Campaign A,Ad-7,2025-03-23,45-54,M,2051,1560,4419,10299,976,1419,896.35,9.48,0.92,160.82
Campaign A,Ad-8,2025-03-23,40-44,M,2583,2584,1251,6483,1390,4507,4614.04,21.44,3.32,90.12
Campaign A,Ad-9,2025-03-23,40-44,F,2630,2451,2431,14436,369,2248,351.96,2.56,0.95,176.69
Campaign A,Ad-10,2025-03-23,40-44,M,2097,2787,2416,5711,696,2848,2305.14,12.19,3.31,100.43
Campaign B,Ad-1,2025-03-23,18-24,F,2975,3921,4198,18534,385,340,936.88,2.08,2.43,169.96
Campaign B,Ad-2,2025-03-23,35-39,M,2678,1144,3205,5211,754,3869,1798.85,14.47,2.39,135.12
Campaign B,Ad-3,2025-03-23,35-39,F,1589,3114,4604,7540,580,2907,206.29,7.69,0.36,133.6
Campaign B,Ad-4,2025-03-23,55+,F,1031,3064,2947,5690,232,1776,402.56,4.08,1.74,95.12
Campaign B,Ad-5,2025-03-23,55+,M,4786,3697,2336,11124,470,4684,2969.56,4.23,6.32,141.48
Campaign B,Ad-6,2025-03-23,40-44,F,2186,1561,2345,9078,733,2413,1400.63,8.07,1.91,153.36
Campaign B,Ad-7,2025-03-23,35-39,M,1154,4502,1569,17993,1042,565,2695.46,5.79,2.59,153.9
Campaign B,Ad-8,2025-03-23,35-39,F,2114,3905,3095,18087,1070,2043,1366.67,5.92,1.28,157.34
Campaign B,Ad-9,2025-03-23,40-44,M,3573,1010,3347,18359,1238,4907,4950.52,6.74,4.0,162.18
Campaign B,Ad-10,2025-03-23,45-54,M,4695,2145,2381,8320,740,3364,4109.46,8.89,5.55,143.83
Campaign C,Ad-1,2025-03-23,18-24,F,4152,2918,2366,8563,1216,3667,894.47,14.2,0.74,130.68
Campaign C,Ad-2,2025-03-23,25-34,F,2864,4011,1876,5572,993,582,824.03,17.82,0.83,181.08
Campaign C,Ad-3,2025-03-23,25-34,M,4279,2951,4270,8215,1153,1986,4640.06,14.04,4.02,89.5
Campaign C,Ad-4,2025-03-23,25-34,M,2289,3749,2588,6041,1398,2338,2362.45,23.14,1.69,149.84
Campaign C,Ad-5,2025-03-23,18-24,F,4189,1410,2759,18128,280,582,1435.91,1.54,5.13,120.97
Campaign C,Ad-6,2025-03-23,25-34,F,3454,3037,2457,5160,800,4610,3700.45,15.5,4.63,139.16
Campaign C,Ad-7,2025-03-23,25-34,M,2800,2904,4163,16413,1325,4029,1452.35,8.07,1.1,161.12
Campaign C,Ad-8,2025-03-23,25-34,F,1466,3970,2510,14629,1295,4052,591.23,8.85,0.46,185.47
Campaign C,Ad-9,2025-03-23,55+,F,3240,1544,3889,6351,382,1744,3390.25,6.01,8.88,162.77
Campaign C,Ad-10,2025-03-23,40-44,M,1349,3882,3916,3487,412,2068,4260.16,11.82,10.34,99.08
Campaign D,Ad-1,2025-03-23,55+,M,4486,2938,4792,12814,1171,4477,1668.95,9.14,1.43,125.69
Campaign D,Ad-2,2025-03-23,18-24,F,2996,3852,3796,19068,1500,1862,1512.31,7.87,1.01,90.16
Campaign D,Ad-3,2025-03-23,40-44,F,3054,4541,1493,16855,202,1439,3597.81,1.2,17.81,174.59
Campaign D,Ad-4,2025-03-23,35-39,M,2609,2333,2319,16346,1168,2554,4017.58,7.15,3.44,184.69
Campaign D,Ad-5,2025-03-23,40-44,M,4144,3973,2407,3918,1302,3615,1777.97,33.23,1.37,88.96
Campaign D,Ad-6,2025-03-23,40-44,F,1949,3287,4356,13695,1449,3317,1838.07,10.58,1.27,183.66
Campaign D,Ad-7,2025-03-23,25-34,M,2831,4069,2857,11388,1024,265,4479.67,8.99,4.37,97.18
Campaign D,Ad-8,2025-03-23,55+,F,1806,3920,3368,8647,487,4777,4257.41,5.63,8.74,98.33
Campaign D,Ad-9,2025-03-23,45-54,M,4637,3067,3580,3335,447,3185,1238.82,13.4,2.77,148.06
Campaign D,Ad-10,2025-03-23,45-54,M,3687,3589,4040,4393,596,4908,239.76,13.57,0.4,114.95
Campaign E,Ad-1,2025-03-23,25-34,F,1899,3146,4007,19213,991,3220,2781.24,5.16,2.81,141.96
Campaign E,Ad-2,2025-03-23,35-39,M,2300,4697,3451,15882,744,4723,2161.09,4.68,2.9,188.88
Campaign E,Ad-3,2025-03-23,40-44,M,3554,3755,1060,14602,1396,4748,253.49,9.56,0.18,150.63
Campaign E,Ad-4,2025-03-23,18-24,F,3085,4604,2165,15986,929,1592,1779.93,5.81,1.92,189.84
Campaign E,Ad-5,2025-03-23,25-34,M,1442,4447,3184,5456,1293,4961,921.44,23.7,0.71,159.14
Campaign E,Ad-6,2025-03-23,25-34,F,4375,2138,2928,16165,449,2096,4439.81,2.78,9.89,187.49
Campaign E,Ad-7,2025-03-23,55+,F,1626,2523,2246,5352,1240,344,1145.38,23.17,0.92,179.45
Campaign E,Ad-8,2025-03-23,18-24,M,3601,2356,4358,18797,514,1838,2430.33,2.73,4.73,116.41
Campaign E,Ad-9,2025-03-23,25-34,F,3163,2408,1228,11108,322,3173,3492.63,2.9,10.85,176.69
Campaign E,Ad-10,2025-03-23,18-24,F,1530,1440,3918,4197,1481,3672,773.71,35.29,0.52,150.56
Campaign A,Ad-1,2025-03-24,18-24,M,3488,1082,3225,12831,882,2030,1262.75,6.87,1.43,151.07
Campaign A,Ad-2,2025-03-24,18-24,M,1704,1224,2839,9883,629,2235,3047.06,6.36,4.84,151.29
Campaign A,Ad-3,2025-03-24,25-34,M,3497,3600,4587,10544,631,3872,2658.85,5.98,4.21,137.93
Campaign A,Ad-4,2025-03-24,55+,M,2421,3225,1626,13941,1495,3778,2310.26,10.72,1.55,183.92
Campaign A,Ad-5,2025-03-24,55+,M,1649,2984,4221,18174,416,4858,2629.58,2.29,6.32,177.46
Campaign A,Ad-6,2025-03-24,35-39,M,3245,4070,1409,13352,185,1015,1005.79,1.39,5.44,128.26
Campaign A,Ad-7,2025-03-24,55+,M,1801,4394,4326,14946,838,1601,2155.86,5.61,2.57,125.11
Campaign A,Ad-8,2025-03-24,45-54,M,1826,4714,3736,18636,867,1894,3543.65,4.65,4.09,164.77
Campaign A,Ad-9,2025-03-24,55+,M,1032,1126,2218,11000,1039,2037,307.72,9.45,0.3,158.87
Campaign A,Ad-10,2025-03-24,45-54,F,2816,2276,3258,5784,506,4622,2628.69,8.75,5.2,144.37
Campaign B,Ad-1,2025-03-24,45-54,F,4196,3027,4800,10685,289,1994,2630.6,2.7,9.1,120.46
Campaign B,Ad-2,2025-03-24,25-34,M,4928,1077,4458,19678,1208,4004,3353.54,6.14,2.78,147.01
Campaign B,Ad-3,2025-03-24,18-24,M,3097,3070,1559,17629,1087,2536,1605.1,6.17,1.48,133.59
Campaign B,Ad-4,2025-03-24,35-39,F,1633,3402,2977,5169,1152,2952,631.53,22.29,0.55,177.3
Campaign B,Ad-5,2025-03-24,55+,M,2189,2617,2235,11604,1387,3618,1049.85,11.95,0.76,125.55
Campaign B,Ad-6,2025-03-24,18-24,F,2615,2057,4056,11325,1320,1913,563.32,11.66,0.43,193.8
Campaign B,Ad-7,2025-03-24,55+,M,1519,4692,2879,16881,1444,4426,4718.01,8.55,3.27,195.07
Campaign B,Ad-8,2025-03-24,45-54,M,1849,1844,2607,14450,809,1511,1866.21,5.6,2.31,86.43
Campaign B,Ad-9,2025-03-24,18-24,M,1709,2378,1153,5843,1253,452,2171.39,21.44,1.73,128.24
Campaign B,Ad-10,2025-03-24,25-34,M,3667,1275,2005,16177,464,4498,4402.84,2.87,9.49,108.81
Campaign C,Ad-1,2025-03-24,40-44,M,4364,3790,2849,12234,132,526,2739.41,1.08,20.75,121.3
Campaign C,Ad-2,2025-03-24,25-34,M,1080,4690,4985,15655,362,374,3265.09,2.31,9.02,151.94
Campaign C,Ad-3,2025-03-24,55+,M,2910,4666,4593,3524,944,4449,2018.29,26.79,2.14,105.82
Campaign C,Ad-4,2025-03-24,35-39,F,2510,2115,2303,3588,1078,3287,3460.41,30.04,3.21,81.37
Campaign C,Ad-5,2025-03-24,55+,F,2466,1350,1492,8829,136,716,1369.67,1.54,10.07,88.59
Campaign C,Ad-6,2025-03-24,55+,M,1600,4058,2249,9772,907,3266,3132.68,9.28,3.45,141.45
Campaign C,Ad-7,2025-03-24,45-54,F,3191,2611,3350,11324,1363,3651,1455.32,12.04,1.07,85.12
Campaign C,Ad-8,2025-03-24,25-34,M,2692,4756,1743,18015,908,2326,1153.8,5.04,1.27,168.39
Campaign C,Ad-9,2025-03-24,55+,M,4344,4311,3097,7275,239,3827,4534.25,3.29,18.97,180.02
Campaign C,Ad-10,2025-03-24,25-34,F,4534,3817,3413,7681,1488,3010,4839.26,19.37,3.25,170.26
Campaign D,Ad-1,2025-03-24,45-54,F,2316,1145,3559,13805,1060,926,1832.47,7.68,1.73,181.16
Campaign D,Ad-2,2025-03-24,45-54,M,4209,1481,1171,15905,1132,783,1851.8,7.12,1.64,161.81
Campaign D,Ad-3,2025-03-24,55+,F,1629,4296,4904,7104,1490,2358,1754.86,20.97,1.18,105.89
Campaign D,Ad-4,2025-03-24,35-39,M,2688,4393,3130,11902,763,4662,1630.87,6.41,2.14,100.95
Campaign D,Ad-5,2025-03-24,55+,F,3772,4125,4407,15052,309,4387,4500.67,2.05,14.57,197.16
Campaign D,Ad-6,2025-03-24,35-39,F,3387,1857,3527,18257,1389,1433,3693.48,7.61,2.66,188.65
Campaign D,Ad-7,2025-03-24,18-24,M,3940,3744,4832,11831,1110,4264,2012.02,9.38,1.81,141.25
Campaign D,Ad-8,2025-03-24,45-54,M,1175,2443,1310,17537,1048,3419,2321.91,5.98,2.22,178.55
Campaign D,Ad-9,2025-03-24,40-44,M,3824,4316,2771,17933,1347,4450,659.32,7.51,0.49,160.76
Campaign D,Ad-10,2025-03-24,40-44,F,1745,3296,1897,9172,679,2625,1480.09,7.4,2.18,176.83
Campaign E,Ad-1,2025-03-24,18-24,M,3407,1500,1427,10205,107,1954,4435.56,1.05,41.45,116.08
Campaign E,Ad-2,2025-03-24,25-34,M,3668,3320,1363,16340,1416,3302,4074.26,8.67,2.88,147.73
Campaign E,Ad-3,2025-03-24,45-54,M,1182,2133,2090,9967,371,4841,1548.8,3.72,4.17,133.81
Campaign E,Ad-4,2025-03-24,25-34,F,4757,1679,3217,16435,1402,4066,293.94,8.53,0.21,88.2
Campaign E,Ad-5,2025-03-24,55+,F,1540,2285,1792,18581,1349,1001,4645.27,7.26,3.44,129.19
Campaign E,Ad-6,2025-03-24,25-34,M,4808,2670,1372,6265,323,2272,2924.56,5.16,9.05,134.15
Campaign E,Ad-7,2025-03-24,45-54,F,1225,1706,2459,4831,263,4489,2054.85,5.44,7.81,83.24
Campaign E,Ad-8,2025-03-24,55+,F,3282,2523,4052,17933,501,264,4448.67,2.79,8.88,160.35
Campaign E,Ad-9,2025-03-24,35-39,M,1947,3227,3112,7985,1105,3781,2879.5,13.84,2.61,84.93
Campaign E,Ad-10,2025-03-24,40-44,F,4432,2448,3059,5279,1474,1579,612.3,27.92,0.42,135.07
Campaign A,Ad-1,2025-03-25,55+,M,1698,1577,2827,7914,742,3390,2514.77,9.38,3.39,85.0
Campaign A,Ad-2,2025-03-25,55+,M,2146,1978,3757,11771,1132,1980,2257.98,9.62,1.99,181.52
Campaign A,Ad-3,2025-03-25,18-24,F,2737,4350,3448,4849,880,2206,2765.36,18.15,3.14,154.71
Campaign A,Ad-4,2025-03-25,55+,M,3751,2114,3597,17242,1170,3455,3077.53,6.79,2.63,100.05
Campaign A,Ad-5,2025-03-25,45-54,M,3365,2046,2199,14375,1174,1616,3243.39,8.17,2.76,84.97
Campaign A,Ad-6,2025-03-25,18-24,M,4782,1243,4812,4248,1102,990,446.58,25.94,0.41,88.22
Campaign A,Ad-7,2025-03-25,25-34,M,1519,4534,1158,13708,1326,4210,2459.91,9.67,1.86,125.3
Campaign A,Ad-8,2025-03-25,45-54,F,2035,4372,1676,10654,1152,2250,1178.86,10.81,1.02,138.4
Campaign A,Ad-9,2025-03-25,40-44,M,2658,2559,3454,16053,556,3691,2388.8,3.46,4.3,126.68
Campaign A,Ad-10,2025-03-25,55+,F,1828,2172,4952,3524,852,2085,2809.52,24.18,3.3,194.73
Campaign B,Ad-1,2025-03-25,35-39,M,3732,1521,1955,8381,520,4449,2032.85,6.2,3.91,96.11
Campaign B,Ad-2,2025-03-25,35-39,M,2836,3883,4556,11888,184,2354,280.86,1.55,1.53,109.08
Campaign B,Ad-3,2025-03-25,45-54,F,3535,1812,3999,5263,1327,2494,4889.42,25.21,3.68,98.71
Campaign B,Ad-4,2025-03-25,45-54,F,4294,4958,1775,16678,348,1240,2075.74,2.09,5.96,94.77
Campaign B,Ad-5,2025-03-25,18-24,M,3259,4336,3864,16279,1132,943,844.54,6.95,0.75,142.72
Campaign B,Ad-6,2025-03-25,35-39,F,2784,2302,4774,3003,554,1682,379.81,18.45,0.69,97.47
Campaign B,Ad-7,2025-03-25,40-44,F,3856,2833,4657,7564,987,1116,958.7,13.05,0.97,153.55
Campaign B,Ad-8,2025-03-25,45-54,M,1466,2675,3052,6685,1274,1950,3856.67,19.06,3.03,188.03
Campaign B,Ad-9,2025-03-25,35-39,M,2141,2561,2894,12896,1108,4202,1625.17,8.59,1.47,150.22
Campaign B,Ad-10,2025-03-25,55+,F,3691,4653,4829,3489,666,889,1514.09,19.09,2.27,151.88
Campaign C,Ad-1,2025-03-25,55+,M,3599,3088,3974,13332,1358,2958,1191.76,10.19,0.88,184.61
Campaign C,Ad-2,2025-03-25,40-44,F,2519,3539,4776,5436,855,1774,2200.8,15.73,2.57,120.17
Campaign C,Ad-3,2025-03-25,35-39,M,2397,1735,2799,12245,375,4272,629.53,3.06,1.68,196.04
Campaign C,Ad-4,2025-03-25,18-24,F,2628,3139,1552,14324,632,4220,1312.65,4.41,2.08,185.17
Campaign C,Ad-5,2025-03-25,40-44,M,1209,2784,1768,13460,1241,4223,2909.52,9.22,2.34,145.24
Campaign C,Ad-6,2025-03-25,18-24,M,1910,3487,4652,7416,438,1556,1053.09,5.91,2.4,115.36
Campaign C,Ad-7,2025-03-25,55+,M,1797,4068,4510,8761,727,3391,3590.77,8.3,4.94,115.98
Campaign C,Ad-8,2025-03-25,25-34,M,4052,3952,2834,16148,858,4646,4839.77,5.31,5.64,122.68
Campaign C,Ad-9,2025-03-25,18-24,M,1748,1728,1297,17457,477,2263,4065.71,2.73,8.52,146.0
Campaign C,Ad-10,2025-03-25,40-44,F,2759,1077,2642,14540,1406,2625,3612.51,9.67,2.57,172.62
Campaign D,Ad-1,2025-03-25,18-24,F,3518,4671,2939,15359,1030,2187,3995.39,6.71,3.88,116.04
Campaign D,Ad-2,2025-03-25,35-39,F,1892,1517,2208,13160,264,4409,1052.23,2.01,3.99,121.03
Campaign D,Ad-3,2025-03-25,40-44,M,4180,4511,3164,6279,348,4833,4982.56,5.54,14.32,111.29
Campaign D,Ad-4,2025-03-25,40-44,F,4777,2992,4309,18698,379,3012,1886.18,2.03,4.98,102.99
Campaign D,Ad-5,2025-03-25,40-44,M,4957,2250,4339,11000,545,2553,4199.28,4.95,7.71,124.9
Campaign D,Ad-6,2025-03-25,18-24,M,4924,2405,4737,6261,1406,3188,412.08,22.46,0.29,81.44
Campaign D,Ad-7,2025-03-25,35-39,M,2063,3572,3362,3727,653,374,1700.44,17.52,2.6,87.54
Campaign D,Ad-8,2025-03-25,40-44,F,4775,1133,3800,14211,439,2217,1456.08,3.09,3.32,174.72
Campaign D,Ad-9,2025-03-25,35-39,M,4206,2833,2476,7765,180,586,3797.95,2.32,21.1,152.89
Campaign D,Ad-10,2025-03-25,40-44,F,4198,4689,3047,12037,1338,992,3897.38,11.12,2.91,85.06
Campaign E,Ad-1,2025-03-25,55+,F,3871,4172,3279,11605,1208,4726,3291.08,10.41,2.72,181.44
Campaign E,Ad-2,2025-03-25,40-44,M,1718,2198,1133,9136,475,1327,4815.58,5.2,10.14,159.38
Campaign E,Ad-3,2025-03-25,25-34,M,3537,1200,1717,10378,656,2900,2544.76,6.32,3.88,172.26
Campaign E,Ad-4,2025-03-25,40-44,F,3566,2215,3256,14222,984,1481,4433.53,6.92,4.51,87.98
Campaign E,Ad-5,2025-03-25,25-34,M,3410,1549,4239,5637,595,1400,2837.45,10.56,4.77,153.12
Campaign E,Ad-6,2025-03-25,45-54,M,1605,2559,1360,13142,159,1144,586.61,1.21,3.69,163.78
Campaign E,Ad-7,2025-03-25,25-34,M,2112,4393,1633,17627,293,887,3497.4,1.66,11.94,170.35
Campaign E,Ad-8,2025-03-25,25-34,M,4247,4182,3684,7739,641,278,4026.0,8.28,6.28,91.95
Campaign E,Ad-9,2025-03-25,35-39,M,4768,3554,3950,16761,106,1261,1528.0,0.63,14.42,158.69
Campaign E,Ad-10,2025-03-25,55+,M,1521,1871,1831,7329,454,668,2615.22,6.19,5.76,154.65
Campaign A,Ad-1,2025-03-26,45-54,M,3923,4854,3275,10374,1017,4549,2428.58,9.8,2.39,187.56
Campaign A,Ad-2,2025-03-26,25-34,F,3217,2965,3963,6356,873,3065,428.83,13.74,0.49,128.28
Campaign A,Ad-3,2025-03-26,55+,F,4785,1067,1838,12040,125,2982,3847.65,1.04,30.78,97.47
Campaign A,Ad-4,2025-03-26,25-34,F,3619,3526,2067,12738,971,4254,2601.02,7.62,2.68,115.39
